FGDD
510143.2086
957520.0414
654627.7977
1882458.941
1520288.033
1255487.941
1204636.175
716050.3277
448720.6786
1356213.316
1401818.645
450540.6551
1557848.036
896097.5114
598030.5219
702527.7678
-77952.15131
572808.1758
921188.6122
661909.2108
1380155.805
494912.8954
735593.0294
55849.09696
892195.4916
449785.1216
691401.4375
760705.5723
588831.2715
389777.7838
973922.9953
1725184.397
1533224.027
1365292.196
1572090.854
2124750.397
1733221.906
1875157.4
927984.2854
1635055.073
2472636.085
1062515.225
626238.6354
1633334.226
401548.7905
705165.7429
838913.8626
404335.7016
2118810.213
1378121.335
1071006.872
1060914.041
1079576.682
1053245.844
1009820.355
1372598.757
1053245.844
1114668.374
889999.0511
1114668.374
1121555.282
1364717.152
1548567.433
935829.8834
1035126.343
825282.8405
853309.8063
1255413.729
2534075.594
660779.1317
916949.632
1291076.068
1703110.461
845327.6078
1069366.069
415733.0936
1099186.033
1232121.567
1259143.262
1533300.366
1495574.529
596248.5019
1423005.276
1556997.059
1088208.279
1139227.696
1127241.984
941718.4048
1802537.873
1045619.031
1666719.295
1403266.334
1036308.457
1755308.639
1974778.906
1403266.334
1365637.425
2507474.645
1564149.129
1403266.334
1398671.679
854179.5359
1142001.971
1424698.47
1503666.627
1108715.617
1052451.938
1155022.104
891569.1427
1385778.764
1149854.718
1464464.717
1431198.685
1088432.188
1013823.035
875214.7654
838388.3943
1088432.188
748739.8988
1149854.718
1413307.68
1310122.736
1149854.718
651124.278
979008.0213
734459.39
1061474.269
1751486.978
1776509.459
2120094.615
2216234.466
1394773.116
1361662.392
2172363.485
954140.7256
1328262.647
2260711.365
2806903.926
1891358.974
2007878.652
1924939.398
1067788.271
2555055.921
2021859.474
2216234.466
1054101.759
2057474.501
2129219.114
1776509.459
2516223.953
1817657.095
1195541.62
2103059.351
1747532.528
2060730.466
1526785.651
2756041.984
1014439.537
1369117.895
1906373.307
1518321.404
1534845.954
1272971.389
1985755.077
1789498.528
856835.4654
2189136.747
1679204.199
1175086.035
2054655.287
2135446.176
1952605.054
1771395.582
1781556.049
1605533.331
1663212.225
747339.6435
2123439.245
2158273.224
1272971.389
1081013.493
1356004.678
1509417.705
2682854.606
2356560.086
1778469.976
1076996.902
2257554.841
629219.7646
806731.3357
1004479.868
651397.9923
1178019.874
1267580.047
1559775.641
1652050.539
1251031.597
1054290.397
470546.7805
396704.2227
1424324.44
1312883.931
1283530.916
1414257.581
1264772.105
1264772.105
1264772.105
986135.7367
637882.6584
1878139.167
1586581.204
1195467.97
589975.4623
1596824.737
1493628.575
1523529.638
777022.6549
838445.1849
1536524.093
1512288.839
1317734.482
1227486.282
1101898.146
